order_id,order_date,customer_id,first_name,last_name,email,book_id,title,author_name,publisher_name,price,status_id,status_value
27,2023-06-27 00:54:15,1478,,,,,,,,,1,Order Received
28,2022-05-03 18:19:27,597,Patty,O'Rudden,poruddengk@ted.com,,,,,,1,Order Received
29,2022-10-28 17:07:44,1227,,,,,,,,,1,Order Received
30,2024-06-04 05:38:04,251,Chrissy,Notton,cnotton6y@sbwire.com,3387.0,,,,0.77,1,Order Received
31,2023-06-19 13:59:52,1497,,,,,,,,,1,Order Received
32,2023-10-19 12:21:05,1173,,,,,,,,,1,Order Received
33,2023-10-17 01:48:05,1430,,,,,,,,,1,Order Received
34,2023-08-29 08:09:56,1526,,,,,,,,,1,Order Received
35,2024-03-07 08:02:25,1609,,,,,,,,,1,Order Received
36,2023-04-29 20:22:46,1963,,,,,,,,,1,Order Received
37,2023-05-08 15:57:08,215,Kathi,Rheam,krheam5y@wikimedia.org,3666.0,,,,15.51,1,Order Received
37,2023-05-08 15:57:08,215,Kathi,Rheam,krheam5y@wikimedia.org,3666.0,,,,15.51,1,Order Received
38,2022-07-07 12:46:46,315,Isak,Geipel,igeipel8q@hud.gov,,,,,,1,Order Received
38,2022-07-07 12:46:46,315,Isak,Geipel,igeipel8q@hud.gov,,,,,,1,Order Received
39,2024-05-30 16:20:40,569,Shirlene,Southward,ssouthwardfs@godaddy.com,,,,,,1,Order Received
39,2024-05-30 16:20:40,569,Shirlene,Southward,ssouthwardfs@godaddy.com,,,,,,1,Order Received
40,2023-01-07 16:38:02,726,Maurine,Jahns,mjahnsk5@alexa.com,,,,,,1,Order Received
41,2024-06-06 14:02:52,538,Dottie,Poyntz,dpoyntzex@europa.eu,,,,,,1,Order Received
41,2024-06-06 14:02:52,538,Dottie,Poyntz,dpoyntzex@europa.eu,,,,,,1,Order Received
41,2024-06-06 14:02:52,538,Dottie,Poyntz,dpoyntzex@europa.eu,,,,,,1,Order Received
42,2024-11-01 10:18:29,884,Zebadiah,Bulcroft,zbulcroftoj@fastcompany.com,,,,,,1,Order Received
43,2022-10-24 10:31:42,1382,,,,,,,,,1,Order Received
44,2022-09-13 00:22:07,1638,,,,,,,,,1,Order Received
45,2023-10-06 21:21:13,518,Durant,Thebe,dthebeed@loc.gov,,,,,,1,Order Received
45,2023-10-06 21:21:13,518,Durant,Thebe,dthebeed@loc.gov,,,,,,1,Order Received
46,2024-01-11 07:30:09,704,Moe,Gerkens,mgerkensjj@g.co,,,,,,1,Order Received
47,2022-06-17 11:28:21,719,Jeffry,Spohrmann,jspohrmannjy@homestead.com,,,,,,1,Order Received
48,2023-04-06 19:33:23,1743,,,,,,,,,1,Order Received
49,2022-08-28 17:25:29,1916,,,,,,,,,1,Order Received
50,2024-11-30 00:09:56,546,Danice,Matthiesen,dmatthiesenf5@i2i.jp,,,,,,1,Order Received
50,2024-11-30 00:09:56,546,Danice,Matthiesen,dmatthiesenf5@i2i.jp,,,,,,1,Order Received
51,2022-04-11 03:25:29,1724,,,,,,,,,1,Order Received
52,2023-10-11 04:41:15,1741,,,,,,,,,1,Order Received
53,2025-01-25 23:20:25,289,Rutter,Corp,rcorp80@wikispaces.com,,,,,,1,Order Received
53,2025-01-25 23:20:25,289,Rutter,Corp,rcorp80@wikispaces.com,,,,,,1,Order Received
54,2024-03-02 06:23:00,1836,,,,,,,,,1,Order Received
55,2022-05-07 20:19:36,474,Leanor,Smither,lsmitherd5@ted.com,,,,,,1,Order Received
56,2022-11-22 05:51:44,889,Farrell,Cabrera,fcabreraoo@freewebs.com,,,,,,1,Order Received
57,2022-08-08 13:32:34,1005,,,,,,,,,1,Order Received
58,2024-03-17 01:39:33,96,Lannie,Michurin,lmichurin2n@163.com,9197.0,,,,5.99,1,Order Received
58,2024-03-17 01:39:33,96,Lannie,Michurin,lmichurin2n@163.com,9197.0,,,,5.99,1,Order Received
59,2024-05-05 18:44:31,150,Dyann,Kertess,dkertess45@mysql.com,9096.0,,,,19.72,1,Order Received
59,2024-05-05 18:44:31,150,Dyann,Kertess,dkertess45@mysql.com,9096.0,,,,19.72,1,Order Received
60,2024-06-20 18:16:00,1319,,,,,,,,,1,Order Received
61,2022-08-21 23:29:46,1777,,,,,,,,,1,Order Received
62,2022-09-10 07:07:37,33,Penny,Bovingdon,pbovingdonw@msn.com,9848.0,,,,2.68,1,Order Received
62,2022-09-10 07:07:37,33,Penny,Bovingdon,pbovingdonw@msn.com,9848.0,,,,2.68,1,Order Received
62,2022-09-10 07:07:37,33,Penny,Bovingdon,pbovingdonw@msn.com,9848.0,,,,2.68,1,Order Received
63,2022-03-10 09:03:09,56,Billi,Hughland,bhughland1j@usatoday.com,3151.0,,,,5.88,1,Order Received
63,2022-03-10 09:03:09,56,Billi,Hughland,bhughland1j@usatoday.com,3151.0,,,,5.88,1,Order Received
64,2024-02-20 00:57:23,932,Lief,Cockram,lcockrampv@globo.com,,,,,,1,Order Received
65,2023-09-19 21:48:10,1585,,,,,,,,,1,Order Received
66,2022-03-14 10:44:55,1910,,,,,,,,,1,Order Received
67,2024-02-10 21:06:03,1332,,,,,,,,,1,Order Received
68,2023-02-21 05:17:02,88,Marcelia,Goering,mgoering2f@prlog.org,9226.0,,,,9.27,1,Order Received
68,2023-02-21 05:17:02,88,Marcelia,Goering,mgoering2f@prlog.org,9226.0,,,,9.27,1,Order Received
69,2023-06-16 19:35:18,179,Carver,Haugen,chaugen4y@list-manage.com,9773.0,,,,6.27,1,Order Received
69,2023-06-16 19:35:18,179,Carver,Haugen,chaugen4y@list-manage.com,9773.0,,,,6.27,1,Order Received
70,2023-03-22 01:43:44,815,Franciska,Zamboniari,fzamboniarimm@opensource.org,,,,,,1,Order Received
71,2024-11-07 13:39:26,1202,,,,,,,,,1,Order Received
72,2025-01-15 17:01:53,1504,,,,,,,,,1,Order Received
73,2022-12-07 21:47:08,1601,,,,,,,,,1,Order Received
74,2023-02-27 09:44:53,1934,,,,,,,,,1,Order Received
75,2022-05-20 02:14:51,228,Padriac,Karolyi,pkarolyi6b@mtv.com,6728.0,,,,17.66,1,Order Received
76,2023-08-16 16:04:29,264,Leese,Birtwhistle,lbirtwhistle7b@si.edu,7409.0,,,,7.16,1,Order Received
76,2023-08-16 16:04:29,264,Leese,Birtwhistle,lbirtwhistle7b@si.edu,7409.0,,,,7.16,1,Order Received
76,2023-08-16 16:04:29,264,Leese,Birtwhistle,lbirtwhistle7b@si.edu,7409.0,,,,7.16,1,Order Received
77,2024-03-21 10:17:46,1450,,,,,,,,,1,Order Received
78,2024-05-15 16:03:29,411,Maddy,Climar,mclimarbe@free.fr,,,,,,1,Order Received
79,2024-11-16 09:32:38,1307,,,,,,,,,1,Order Received
80,2024-02-18 01:54:57,1451,,,,,,,,,1,Order Received
81,2023-05-27 11:36:34,7,Jermain,Giraudeau,jgiraudeau6@elpais.com,5699.0,,,,0.37,1,Order Received
81,2023-05-27 11:36:34,7,Jermain,Giraudeau,jgiraudeau6@elpais.com,5699.0,,,,0.37,1,Order Received
82,2022-03-29 00:26:21,572,Hardy,Studdert,hstuddertfv@flavors.me,,,,,,1,Order Received
82,2022-03-29 00:26:21,572,Hardy,Studdert,hstuddertfv@flavors.me,,,,,,1,Order Received
83,2024-09-18 12:57:57,866,Garey,Krochmann,gkrochmanno1@baidu.com,,,,,,1,Order Received
84,2022-04-08 15:30:13,1355,,,,,,,,,1,Order Received
85,2022-06-07 22:58:37,1705,,,,,,,,,1,Order Received
86,2023-08-12 22:08:12,1914,,,,,,,,,1,Order Received
87,2023-07-24 10:54:18,329,Noreen,Baumert,nbaumert94@4shared.com,,,,,,1,Order Received
87,2023-07-24 10:54:18,329,Noreen,Baumert,nbaumert94@4shared.com,,,,,,1,Order Received
87,2023-07-24 10:54:18,329,Noreen,Baumert,nbaumert94@4shared.com,,,,,,1,Order Received
88,2023-12-02 21:04:08,506,Torin,Brokenshaw,tbrokenshawe1@marketwatch.com,,,,,,1,Order Received
88,2023-12-02 21:04:08,506,Torin,Brokenshaw,tbrokenshawe1@marketwatch.com,,,,,,1,Order Received
88,2023-12-02 21:04:08,506,Torin,Brokenshaw,tbrokenshawe1@marketwatch.com,,,,,,1,Order Received
89,2022-03-30 03:16:09,770,Anabel,Poon,apoonld@google.es,,,,,,1,Order Received
90,2023-02-08 05:35:52,341,Velma,Fleetham,vfleetham9g@networksolutions.com,,,,,,1,Order Received
90,2023-02-08 05:35:52,341,Velma,Fleetham,vfleetham9g@networksolutions.com,,,,,,1,Order Received
91,2024-08-12 18:02:18,1068,,,,,,,,,1,Order Received
92,2024-07-21 17:27:13,562,Eddi,De Mattei,edematteifl@latimes.com,,,,,,1,Order Received
92,2024-07-21 17:27:13,562,Eddi,De Mattei,edematteifl@latimes.com,,,,,,1,Order Received
93,2024-10-22 14:22:39,924,Mavra,McAlpine,mmcalpinepn@toplist.cz,,,,,,1,Order Received
94,2024-03-09 09:11:29,1277,,,,,,,,,1,Order Received
95,2025-01-25 10:20:32,1472,,,,,,,,,1,Order Received
96,2023-06-09 06:53:05,1750,,,,,,,,,1,Order Received
97,2023-06-19 02:50:08,717,Wilhelm,Loosley,wloosleyjw@phoca.cz,,,,,,1,Order Received
98,2023-09-04 05:01:06,826,Merrily,Feltoe,mfeltoemx@nih.gov,,,,,,1,Order Received
99,2024-06-11 10:55:54,1700,,,,,,,,,1,Order Received
100,2022-03-09 07:38:21,511,Marcelle,Woolgar,mwoolgare6@shareasale.com,,,,,,1,Order Received
100,2022-03-09 07:38:21,511,Marcelle,Woolgar,mwoolgare6@shareasale.com,,,,,,1,Order Received
100,2022-03-09 07:38:21,511,Marcelle,Woolgar,mwoolgare6@shareasale.com,,,,,,1,Order Received
101,2023-04-19 11:51:44,534,Chastity,Cornewall,ccornewallet@dailymail.co.uk,,,,,,1,Order Received
101,2023-04-19 11:51:44,534,Chastity,Cornewall,ccornewallet@dailymail.co.uk,,,,,,1,Order Received
102,2022-10-15 01:43:59,1671,,,,,,,,,1,Order Received
103,2024-01-25 11:16:29,258,Lothaire,Wake,lwake75@webeden.co.uk,10698.0,,,,10.3,1,Order Received
104,2022-12-29 19:43:22,1028,,,,,,,,,1,Order Received
105,2024-01-30 22:22:02,1260,,,,,,,,,1,Order Received
106,2024-05-29 20:34:34,1704,,,,,,,,,1,Order Received
107,2023-11-11 10:44:34,340,Nani,Long,nlong9f@hexun.com,,,,,,1,Order Received
107,2023-11-11 10:44:34,340,Nani,Long,nlong9f@hexun.com,,,,,,1,Order Received
108,2022-06-22 08:01:50,822,Merill,Sparkwell,msparkwellmt@shareasale.com,,,,,,1,Order Received
109,2025-01-05 21:00:05,1268,,,,,,,,,1,Order Received
110,2022-11-09 03:51:09,1568,,,,,,,,,1,Order Received
111,2024-11-25 17:17:29,1787,,,,,,,,,1,Order Received
112,2023-04-07 18:58:10,271,Shayna,Farbrother,sfarbrother7i@dailymotion.com,2676.0,,,,8.92,1,Order Received
112,2023-04-07 18:58:10,271,Shayna,Farbrother,sfarbrother7i@dailymotion.com,2676.0,,,,8.92,1,Order Received
113,2024-09-15 01:53:57,420,Cathrine,Nickell,cnickellbn@mtv.com,,,,,,1,Order Received
114,2024-11-04 22:27:56,1000,Fanechka,Bartomeu,fbartomeurr@washington.edu,,,,,,1,Order Received
115,2023-07-08 14:51:13,1366,,,,,,,,,1,Order Received
116,2023-12-31 21:08:06,1831,,,,,,,,,1,Order Received
117,2024-02-21 16:59:03,43,La verne,Figg,lfigg16@blogspot.com,10140.0,,,,17.65,1,Order Received
117,2024-02-21 16:59:03,43,La verne,Figg,lfigg16@blogspot.com,10140.0,,,,17.65,1,Order Received
118,2022-06-30 01:35:28,489,Aurore,Lebarree,alebarreedk@xing.com,,,,,,1,Order Received
118,2022-06-30 01:35:28,489,Aurore,Lebarree,alebarreedk@xing.com,,,,,,1,Order Received
118,2022-06-30 01:35:28,489,Aurore,Lebarree,alebarreedk@xing.com,,,,,,1,Order Received
118,2022-06-30 01:35:28,489,Aurore,Lebarree,alebarreedk@xing.com,,,,,,1,Order Received
119,2022-11-24 10:28:43,935,Kira,Lethbury,klethburypy@dedecms.com,,,,,,1,Order Received
120,2024-05-27 05:52:39,1299,,,,,,,,,1,Order Received
121,2022-05-23 06:28:00,1742,,,,,,,,,1,Order Received
122,2024-07-28 11:04:31,1897,,,,,,,,,1,Order Received
123,2024-03-11 21:20:01,1134,,,,,,,,,1,Order Received
124,2024-04-28 06:45:52,1689,,,,,,,,,1,Order Received
125,2024-03-16 21:37:42,1762,,,,,,,,,1,Order Received
126,2023-11-01 03:09:38,81,Moss,Zarb,mzarb28@ucoz.com,10403.0,,,,10.23,1,Order Received
127,2023-10-04 22:30:00,1213,,,,,,,,,1,Order Received
128,2022-09-19 04:09:35,1929,,,,,,,,,1,Order Received
129,2024-07-25 09:38:24,1996,,,,,,,,,1,Order Received
130,2024-02-07 14:49:30,337,Chiquita,Ede,cede9c@alibaba.com,,,,,,1,Order Received
131,2022-09-01 16:01:07,832,Cad,Yanshin,cyanshinn3@pen.io,,,,,,1,Order Received
132,2023-07-22 16:02:03,170,Ronnie,Thaim,rthaim4p@arstechnica.com,6395.0,,,,11.51,1,Order Received
132,2023-07-22 16:02:03,170,Ronnie,Thaim,rthaim4p@arstechnica.com,6395.0,,,,11.51,1,Order Received
133,2023-05-05 05:35:01,171,Lucie,Bartlam,lbartlam4q@cyberchimps.com,8325.0,,,,2.89,1,Order Received
134,2023-04-08 22:53:05,482,Vernen,Newnham,vnewnhamdd@cmu.edu,,,,,,1,Order Received
134,2023-04-08 22:53:05,482,Vernen,Newnham,vnewnhamdd@cmu.edu,,,,,,1,Order Received
135,2023-11-01 13:39:49,491,Jayme,Benge,jbengedm@goodreads.com,,,,,,1,Order Received
136,2023-03-28 18:44:54,670,Louisette,Brattan,lbrattanil@salon.com,,,,,,1,Order Received
137,2024-10-21 06:20:58,977,Karolina,Gresswood,kgresswoodr4@cargocollective.com,,,,,,1,Order Received
138,2023-12-23 13:00:28,1414,,,,,,,,,1,Order Received
139,2024-02-07 11:06:30,1651,,,,,,,,,1,Order Received
140,2024-12-15 11:05:39,1824,,,,,,,,,1,Order Received
141,2025-01-24 03:55:02,459,Lebbie,Eskrigg,leskriggcq@cloudflare.com,,,,,,1,Order Received
141,2025-01-24 03:55:02,459,Lebbie,Eskrigg,leskriggcq@cloudflare.com,,,,,,1,Order Received
141,2025-01-24 03:55:02,459,Lebbie,Eskrigg,leskriggcq@cloudflare.com,,,,,,1,Order Received
142,2022-06-10 11:41:01,677,Nial,Giraux,ngirauxis@nationalgeographic.com,,,,,,1,Order Received
143,2022-07-23 07:50:06,1121,,,,,,,,,1,Order Received
144,2024-06-04 08:49:11,1467,,,,,,,,,1,Order Received
145,2022-11-15 14:09:38,1555,,,,,,,,,1,Order Received
146,2024-07-20 10:46:45,1622,,,,,,,,,1,Order Received
147,2022-06-06 18:27:36,1940,,,,,,,,,1,Order Received
148,2023-12-29 02:50:03,215,Kathi,Rheam,krheam5y@wikimedia.org,9892.0,,,,2.38,1,Order Received
148,2023-12-29 02:50:03,215,Kathi,Rheam,krheam5y@wikimedia.org,9892.0,,,,2.38,1,Order Received
149,2024-10-12 20:48:43,490,Jolyn,Padly,jpadlydl@biblegateway.com,,,,,,1,Order Received
149,2024-10-12 20:48:43,490,Jolyn,Padly,jpadlydl@biblegateway.com,,,,,,1,Order Received
149,2024-10-12 20:48:43,490,Jolyn,Padly,jpadlydl@biblegateway.com,,,,,,1,Order Received
150,2022-10-01 23:01:22,917,Roda,Chetwind,rchetwindpg@hatena.ne.jp,,,,,,1,Order Received
151,2025-01-03 23:13:42,948,Avrit,Rockall,arockallqb@slideshare.net,,,,,,1,Order Received
152,2023-04-02 07:14:12,356,Boothe,Chalmers,bchalmers9v@skyrock.com,,,,,,1,Order Received
152,2023-04-02 07:14:12,356,Boothe,Chalmers,bchalmers9v@skyrock.com,,,,,,1,Order Received
153,2023-06-15 13:32:44,860,Conan,Vaune,cvaunenv@upenn.edu,,,,,,1,Order Received
154,2022-03-02 13:20:22,1669,,,,,,,,,1,Order Received
155,2022-11-14 00:38:35,761,Veradis,Fulk,vfulkl4@elegantthemes.com,,,,,,1,Order Received
156,2023-10-23 01:16:07,821,Doretta,Eilhertsen,deilhertsenms@forbes.com,,,,,,1,Order Received
157,2023-05-05 07:25:12,941,Fanechka,McTague,fmctagueq4@pcworld.com,,,,,,1,Order Received
158,2023-12-29 22:39:59,1676,,,,,,,,,1,Order Received
159,2022-08-17 16:59:00,278,Gonzalo,Perch,gperch7p@vinaora.com,,,,,,1,Order Received
159,2022-08-17 16:59:00,278,Gonzalo,Perch,gperch7p@vinaora.com,,,,,,1,Order Received
160,2023-10-03 11:47:26,477,Elwin,Frede,efreded8@wordpress.org,,,,,,1,Order Received
161,2024-07-01 12:16:20,669,Annemarie,Musterd,amusterdik@europa.eu,,,,,,1,Order Received
162,2022-07-04 20:09:53,805,Agnes,Dunnico,adunnicomc@independent.co.uk,,,,,,1,Order Received
163,2022-12-02 21:46:56,1142,,,,,,,,,1,Order Received
164,2024-09-22 05:28:55,1215,,,,,,,,,1,Order Received
165,2022-04-28 17:13:11,1392,,,,,,,,,1,Order Received
166,2023-05-22 02:56:25,1649,,,,,,,,,1,Order Received
167,2023-03-30 09:59:28,742,Rosmunda,Quaife,rquaifekl@ifeng.com,,,,,,1,Order Received
168,2022-12-03 08:28:15,813,Abigael,Trowbridge,atrowbridgemk@meetup.com,,,,,,1,Order Received
169,2024-02-16 12:07:50,298,Rafaelia,Mitroshinov,rmitroshinov89@1688.com,,,,,,1,Order Received
170,2022-12-04 23:20:47,1928,,,,,,,,,1,Order Received
171,2022-03-31 11:30:47,280,Isahella,Flinn,iflinn7r@lycos.com,,,,,,1,Order Received
171,2022-03-31 11:30:47,280,Isahella,Flinn,iflinn7r@lycos.com,,,,,,1,Order Received
171,2022-03-31 11:30:47,280,Isahella,Flinn,iflinn7r@lycos.com,,,,,,1,Order Received
172,2023-02-14 21:43:57,295,Morley,Jiras,mjiras86@blogspot.com,,,,,,1,Order Received
172,2023-02-14 21:43:57,295,Morley,Jiras,mjiras86@blogspot.com,,,,,,1,Order Received
173,2024-12-05 10:24:17,780,Dore,Franchi,dfranchiln@edublogs.org,,,,,,1,Order Received
174,2024-05-11 15:12:06,1442,,,,,,,,,1,Order Received
175,2024-04-12 16:17:26,1559,,,,,,,,,1,Order Received
176,2024-11-23 17:48:32,74,Ozzie,Petters,opetters21@rediff.com,4035.0,,,,3.99,1,Order Received
176,2024-11-23 17:48:32,74,Ozzie,Petters,opetters21@rediff.com,4035.0,,,,3.99,1,Order Received
176,2024-11-23 17:48:32,74,Ozzie,Petters,opetters21@rediff.com,4035.0,,,,3.99,1,Order Received
177,2022-04-30 12:51:35,181,Faber,Cline,fcline50@toplist.cz,9985.0,,,,17.68,1,Order Received
177,2022-04-30 12:51:35,181,Faber,Cline,fcline50@toplist.cz,9985.0,,,,17.68,1,Order Received
178,2024-12-09 01:09:26,717,Wilhelm,Loosley,wloosleyjw@phoca.cz,,,,,,1,Order Received
179,2022-09-16 15:21:21,754,Kalvin,Wasiel,kwasielkx@amazon.com,,,,,,1,Order Received
180,2022-10-21 06:26:55,1443,,,,,,,,,1,Order Received
181,2023-09-08 21:25:30,1481,,,,,,,,,1,Order Received
182,2024-08-17 02:08:28,1784,,,,,,,,,1,Order Received
183,2022-07-16 04:57:31,93,Frannie,Battisson,fbattisson2k@shinystat.com,6379.0,,,,2.02,1,Order Received
183,2022-07-16 04:57:31,93,Frannie,Battisson,fbattisson2k@shinystat.com,6379.0,,,,2.02,1,Order Received
184,2022-05-13 16:02:49,1046,,,,,,,,,1,Order Received
185,2022-11-13 09:22:15,1824,,,,,,,,,1,Order Received
186,2024-12-29 22:43:27,1930,,,,,,,,,1,Order Received
187,2024-12-10 00:31:30,1969,,,,,,,,,1,Order Received
188,2022-09-25 10:33:37,193,Jodie,Fenge,jfenge5c@elpais.com,7692.0,,,,10.01,1,Order Received
189,2023-03-28 17:01:37,429,Danit,Darbyshire,ddarbyshirebw@oaic.gov.au,,,,,,1,Order Received
189,2023-03-28 17:01:37,429,Danit,Darbyshire,ddarbyshirebw@oaic.gov.au,,,,,,1,Order Received
189,2023-03-28 17:01:37,429,Danit,Darbyshire,ddarbyshirebw@oaic.gov.au,,,,,,1,Order Received
190,2022-09-20 01:34:14,726,Maurine,Jahns,mjahnsk5@alexa.com,,,,,,1,Order Received
191,2023-04-21 09:42:04,346,Benjie,Cardnell,bcardnell9l@nba.com,,,,,,1,Order Received
191,2023-04-21 09:42:04,346,Benjie,Cardnell,bcardnell9l@nba.com,,,,,,1,Order Received
192,2024-01-31 15:17:36,381,Hall,Jerome,hjeromeak@jalbum.net,,,,,,1,Order Received
192,2024-01-31 15:17:36,381,Hall,Jerome,hjeromeak@jalbum.net,,,,,,1,Order Received
192,2024-01-31 15:17:36,381,Hall,Jerome,hjeromeak@jalbum.net,,,,,,1,Order Received
192,2024-01-31 15:17:36,381,Hall,Jerome,hjeromeak@jalbum.net,,,,,,1,Order Received
193,2024-09-02 00:21:56,904,Florie,Laurencot,flaurencotp3@cnn.com,,,,,,1,Order Received
194,2022-10-19 02:24:34,1715,,,,,,,,,1,Order Received
195,2023-11-29 07:35:34,223,Mahalia,Full,mfull66@amazonaws.com,8029.0,,,,0.06,1,Order Received
195,2023-11-29 07:35:34,223,Mahalia,Full,mfull66@amazonaws.com,8029.0,,,,0.06,1,Order Received
196,2022-12-02 15:40:47,590,Josephina,Bunson,jbunsongd@biglobe.ne.jp,,,,,,1,Order Received
196,2022-12-02 15:40:47,590,Josephina,Bunson,jbunsongd@biglobe.ne.jp,,,,,,1,Order Received
197,2024-01-29 02:41:10,1021,,,,,,,,,1,Order Received
198,2024-12-25 19:01:27,775,Donavon,Jatczak,djatczakli@google.com.hk,,,,,,1,Order Received
199,2022-11-01 14:23:09,1211,,,,,,,,,1,Order Received
200,2024-10-12 19:13:01,1746,,,,,,,,,1,Order Received
201,2024-03-01 08:45:09,129,Gordan,Toft,gtoft3k@about.com,86.0,I Can Read With My Eyes Shut!,,HarperCollinsChildren’sBooks,5.35,1,Order Received
201,2024-03-01 08:45:09,129,Gordan,Toft,gtoft3k@about.com,86.0,I Can Read With My Eyes Shut!,,HarperCollinsChildren’sBooks,5.35,1,Order Received
202,2024-11-22 06:27:01,841,Bria,Gotfrey,bgotfreync@shareasale.com,,,,,,1,Order Received
203,2023-04-18 08:53:04,1428,,,,,,,,,1,Order Received
204,2022-05-06 03:51:26,302,Delmore,Tamplin,dtamplin8d@ibm.com,,,,,,1,Order Received
204,2022-05-06 03:51:26,302,Delmore,Tamplin,dtamplin8d@ibm.com,,,,,,1,Order Received
204,2022-05-06 03:51:26,302,Delmore,Tamplin,dtamplin8d@ibm.com,,,,,,1,Order Received
205,2024-08-31 06:25:49,1310,,,,,,,,,1,Order Received
206,2023-05-18 04:33:47,113,Calypso,Sorbie,csorbie34@xing.com,2611.0,,,,1.1,1,Order Received
206,2023-05-18 04:33:47,113,Calypso,Sorbie,csorbie34@xing.com,2611.0,,,,1.1,1,Order Received
207,2022-12-10 17:55:44,376,Bridgette,Sailer,bsaileraf@desdev.cn,,,,,,1,Order Received
207,2022-12-10 17:55:44,376,Bridgette,Sailer,bsaileraf@desdev.cn,,,,,,1,Order Received
207,2022-12-10 17:55:44,376,Bridgette,Sailer,bsaileraf@desdev.cn,,,,,,1,Order Received
208,2023-04-24 00:41:03,247,Morris,Morales,mmorales6u@zdnet.com,5026.0,,,,13.13,1,Order Received
208,2023-04-24 00:41:03,247,Morris,Morales,mmorales6u@zdnet.com,5026.0,,,,13.13,1,Order Received
209,2022-03-17 08:44:41,252,Dorothee,Service,dservice6z@sciencedirect.com,4464.0,,,,12.36,1,Order Received
210,2024-12-07 05:05:53,778,Nathan,Haggith,nhaggithll@ifeng.com,,,,,,1,Order Received
211,2023-09-14 07:15:49,1558,,,,,,,,,1,Order Received
212,2023-09-23 09:13:47,1009,,,,,,,,,1,Order Received
213,2023-04-18 03:05:49,554,Jammie,Boosey,jbooseyfd@bbc.co.uk,,,,,,1,Order Received
213,2023-04-18 03:05:49,554,Jammie,Boosey,jbooseyfd@bbc.co.uk,,,,,,1,Order Received
214,2023-10-31 12:52:39,1194,,,,,,,,,1,Order Received
215,2022-12-16 13:54:23,163,Ardra,Moogan,amoogan4i@salon.com,4158.0,,,,4.43,1,Order Received
